review_id,review,rating,date,bank,source,sentiment_label,sentiment_score,identified_themes
204,some time when make transfer from Mobile account to other cbebirr wallet no show customer name so please check it......thanks my cbe.. cbebirr application very nice application wallet,5,2025-09-20,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9983887672424316,
205,this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave 3,3,2025-09-20,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9951974749565125,
206,why i must visit the branch i opened my account to activate the mobile banking services? if it a connected network it maybe done from any branch.,1,2025-09-20,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9981855750083923,
207,አሪፍ ነው አሁን ደግሞ እስክሪን ሹት ማረግ በመቻሌ ደግብሎኛል,5,2025-09-20,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.932232677936554,
208,asfaw damse,5,2025-09-19,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.987163245677948,
209,jabadhaa namatii tolataan,5,2025-09-19,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9623529314994812,
210,"The App is very good in its interface and user friendly. But it could be a pro app had it had additional feature that let us run multiple accounts on a single phone with an option of ""additional"" account!",3,2025-09-19,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9511563181877136,
211,The app is user friendly. But i want some amendment or include option of sending money to other tele birr like other cbe birr.,4,2025-09-18,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9966429471969604,
212,Truly amazing!,5,2025-09-18,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998810291290283,
213,Doesn't have option to generate statement for transactions,3,2025-09-18,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9922441840171814,
214,😎,5,2025-09-18,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.6970564723014832,
215,JanaleBl,5,2025-09-17,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9632813930511475,
216,nice application,5,2025-09-17,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998229146003723,
217,WaaaaaaaW,1,2025-09-17,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9848952293395996,
218,very nice,5,2025-09-16,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998563528060913,
219,Of,5,2025-09-16,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9193394780158997,
220,it's best app to use recently and upgraded day to day for internationalization,4,2025-09-16,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9983494281768799,
221,Easy to use and not Complicated 👍,5,2025-09-15,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9179595112800598,
222,apdat the app,5,2025-09-14,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9424068331718445,
223,good in bankin at any time & any where.,5,2025-09-13,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9995506405830383,
224,great,5,2025-09-13,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998630285263062,
225,"WHAT A USELESS APP! Transfers, wallet payments, other banks — nothing works. Updated, restarted, cleared cache, reinstalled — still useless. Crashed and forced me to visit a branch just to log in 3 times. One of the biggest banks in the country can’t fix issues a junior developer could solve. Completely unreliable. Big bank , Zero functionality!",1,2025-09-13,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9998034834861755,
226,it is best to me,1,2025-09-13,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9966468214988708,
227,hayizgi mebrahtom feshay,5,2025-09-13,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.6387797594070435,
228,Excellent app,5,2025-09-12,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998356103897095,
229,after apdate the app doesn't work any thing else it said enable to connects,1,2025-09-12,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9993560910224915,
230,love,5,2025-09-12,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998735189437866,
231,Hasasa bank,1,2025-09-11,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.8199576735496521,
232,All ways Trusted.,5,2025-09-11,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9988715052604675,
233,best MB application in Ethiopia financial sector.,5,2025-09-11,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9990665316581726,
234,I like this app,5,2025-09-11,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9996516704559326,
235,am tired why I have to update every 5 day,1,2025-09-11,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9996090531349182,
236,usb debugig mode bicha off endidereg axrigu like awash bank,1,2025-09-10,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9974377155303955,
237,good morning 🙏,5,2025-09-10,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997515082359314,
238,am happy 😃,5,2025-09-09,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998183846473694,
239,wowww,5,2025-09-08,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9972698092460632,
240,KEHRU nasir AbFIXA,5,2025-09-08,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.8188511729240417,
241,It is well organized.,5,2025-09-08,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998693466186523,
242,Can't see the nearest Branch or ATM available,2,2025-09-08,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9962969422340393,
243,the app does not open,1,2025-09-07,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997572302818298,
244,from Monk,3,2025-09-06,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9398741722106934,
245,"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars ⭐⭐⭐⭐⭐ are little to you! Thank you so much🙏",5,2025-09-06,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9996967315673828,
246,incredible,5,2025-09-06,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998753070831299,
247,የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው ::,5,2025-09-06,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9570397138595581,
248,it's the best money transfer app ever,5,2025-09-06,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9996806383132935,
249,it is nice,5,2025-09-05,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998648166656494,
250,user friendly. best.,5,2025-09-05,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997245669364929,
251,🙏,5,2025-09-05,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.6970564723014832,
252,አሪፍ,5,2025-09-05,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.6970564723014832,
253,best app!!!,5,2025-09-05,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997482895851135,
254,"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",4,2025-09-05,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9859862327575684,
255,very good app,5,2025-09-05,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998675584793091,
256,jabirabdala,5,2025-09-04,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9328047037124634,
257,unfair cost of transportations... what a shame!!!,1,2025-09-04,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997835755348206,
258,"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9977512955665588,
259,WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,2025-09-04,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9996813535690308,
260,zinaa Ahmed,5,2025-09-04,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9246603846549988,
261,absolutely excellent,5,2025-09-04,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998593330383301,
262,amazing app,5,2025-09-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998670816421509,
263,perfect and easy,5,2025-09-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998718500137329,
264,fastest,5,2025-09-03,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999160885810852,
265,My account is not working,4,2025-09-03,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997815489768982,
266,The recent update is not optimized fir latest version of android,2,2025-09-02,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.999637246131897,
267,topp,5,2025-09-02,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9706206321716309,
268,I appreciate it,5,2025-09-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999839186668396,
269,v.good app,5,2025-09-01,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9952701926231384,
270,sahib amin jamal,1,2025-08-31,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.8987875580787659,
271,installi,5,2025-08-31,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9575470089912415,
272,very good apps,5,2025-08-30,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998751878738403,
273,👍👍👍👍,1,2025-08-30,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.6970564723014832,
274,the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997796416282654,
275,"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9962132573127747,
276,tinishu titiba,5,2025-08-29,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.715971827507019,
277,"essy to use ,has great interface and user-friendly g",5,2025-08-29,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9995421171188354,
278,Yuuuuu,5,2025-08-29,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9227678775787354,
279,I found it very much friendly,5,2025-08-29,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997764229774475,
280,"Very useful app, while we use CBE.",5,2025-08-28,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9981263279914856,
281,woooow,5,2025-08-28,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9561601281166077,
282,Redmi,1,2025-08-28,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9882866740226746,
283,አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.932232677936554,
284,kamil aweil,5,2025-08-28,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9943663477897644,
285,In your next update can you come with night mode future,5,2025-08-27,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.6754577159881592,
286,"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9994266033172607,
287,mayreba app you its better if you use other banks,1,2025-08-27,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9957265853881836,
288,Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9938229322433472,
289,let us know before you shut down the app,4,2025-08-27,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9973037242889404,
290,excited,5,2025-08-27,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997768998146057,
291,amizing,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9881718754768372,
292,love it,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998753070831299,
293,yes it is v good,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9994988441467285,
294,A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9994227886199951,
295,this app is smart.,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998302459716797,
296,I am happy,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998801946640015,
297,Still I have not face critical problems sometimes delay to open,4,2025-08-26,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9847297072410583,
298,ጤና ከድረ,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.7850591540336609,
299,The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.999581515789032,
300,I have forgotten mobail banking password,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.99432772397995,
301,Thank you,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998352527618408,
302,muktaar Abraahim,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9458082318305969,
303,🤞Good One,5,2025-08-24,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.848440945148468,
304,why does it say change pin to 6 digits is that right?,4,2025-08-24,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9931118488311768,
305,One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.999728262424469,
306,i like it and aprshat.,4,2025-08-23,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.999653697013855,
307,"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9994633793830872,
308,best app and easy to use,5,2025-08-23,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9996281862258911,
309,doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9990184307098389,
310,List of transactions can't load over months and years..,1,2025-08-23,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.6906014084815979,
311,transferring money to telebirr is not working,1,2025-08-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997877478599548,
312,I don't Like this app and there service fee is highl,5,2025-08-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9943022727966309,
313,አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9872555732727051,
314,this application do not show over all transaction history,3,2025-08-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9990196228027344,
315,this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9775184988975525,
316,"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9994884729385376,
317,best and secured application,5,2025-08-23,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997896552085876,
318,This application is excellent .,5,2025-08-22,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998652935028076,
319,"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9997369647026062,
320,Thise App is Great,5,2025-08-22,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9997069239616394,
321,አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9994959831237793,
322,"I love this app. really, but with some downsides too. Screenshot is mandatory after every transaction as to me, I need screenshots not downloaded recipient. It would be even better if transaction history is available via this app for months that we can access directly or via calender ways. Thanks.",4,2025-08-22,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.9867143034934998,
323,👍,5,2025-08-22,Commercial Bank of Ethiopia,Google Play,NEGATIVE,0.6970564723014832,
324,it is good app,5,2025-08-22,Commercial Bank of Ethiopia,Google Play,POSITIVE,0.9998652935028076,
325,not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9997656941413879,
326,ምንም የማይ ሰራ,1,2025-11-26,Bank of Abyssinia,Google Play,NEGATIVE,0.8337253928184509,
327,very good,5,2025-11-25,Bank of Abyssinia,Google Play,POSITIVE,0.9998520612716675,
328,most of the time is not working properly,1,2025-11-25,Bank of Abyssinia,Google Play,NEGATIVE,0.9997636675834656,
329,good service,5,2025-11-25,Bank of Abyssinia,Google Play,POSITIVE,0.9998499155044556,
330,not use for me,3,2025-11-23,Bank of Abyssinia,Google Play,NEGATIVE,0.9953739047050476,
331,It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,Bank of Abyssinia,Google Play,NEGATIVE,0.9968326687812805,
332,waw,5,2025-11-21,Bank of Abyssinia,Google Play,NEGATIVE,0.7346174120903015,
333,the lag is unbelievable when you need it the most this suks,1,2025-11-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9983174800872803,
334,I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,Bank of Abyssinia,Google Play,NEGATIVE,0.999693751335144,
335,it is a good app,5,2025-11-18,Bank of Abyssinia,Google Play,POSITIVE,0.9998643398284912,
336,it is not working at all,1,2025-11-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9997811913490295,
337,🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,Bank of Abyssinia,Google Play,POSITIVE,0.825160562992096,
338,when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,Bank of Abyssinia,Google Play,NEGATIVE,0.9952510595321655,
339,fast and simple,5,2025-11-11,Bank of Abyssinia,Google Play,POSITIVE,0.9997392296791077,
340,best of best,5,2025-11-10,Bank of Abyssinia,Google Play,POSITIVE,0.9997496008872986,
341,Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,Bank of Abyssinia,Google Play,NEGATIVE,0.9993888139724731,
342,good,4,2025-11-10,Bank of Abyssinia,Google Play,POSITIVE,0.9998161196708679,
343,"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9947029948234558,
344,Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,Bank of Abyssinia,Google Play,NEGATIVE,0.8848845362663269,
345,best app,5,2025-11-08,Bank of Abyssinia,Google Play,POSITIVE,0.999686598777771,
346,Best app,5,2025-11-07,Bank of Abyssinia,Google Play,POSITIVE,0.999686598777771,
347,"Barely works, it always fails to connect",1,2025-11-07,Bank of Abyssinia,Google Play,NEGATIVE,0.9997532963752747,
348,my fav app,5,2025-11-07,Bank of Abyssinia,Google Play,POSITIVE,0.9846561551094055,
349,this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9977949857711792,
350,very nice,5,2025-11-04,Bank of Abyssinia,Google Play,POSITIVE,0.9998563528060913,
351,"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,Bank of Abyssinia,Google Play,NEGATIVE,0.9985816478729248,
352,I like,5,2025-11-02,Bank of Abyssinia,Google Play,POSITIVE,0.9998149275779724,
353,ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9608768820762634,
354,i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9083429574966431,
355,"the worst app ever,",1,2025-10-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9997932314872742,
356,better,5,2025-10-29,Bank of Abyssinia,Google Play,POSITIVE,0.999264657497406,
357,"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,Bank of Abyssinia,Google Play,NEGATIVE,0.99928218126297,
358,this app can't open? what is problem? please solve my problem?,1,2025-10-28,Bank of Abyssinia,Google Play,NEGATIVE,0.9996218681335449,
359,kiyaa makonn,5,2025-10-27,Bank of Abyssinia,Google Play,POSITIVE,0.7175929546356201,
360,very very lazy app,1,2025-10-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9996856451034546,
361,telebirr remittance,5,2025-10-24,Bank of Abyssinia,Google Play,NEGATIVE,0.979961097240448,
362,The best bank in 🇪🇹,5,2025-10-23,Bank of Abyssinia,Google Play,POSITIVE,0.9998179078102112,
363,its good,5,2025-10-22,Bank of Abyssinia,Google Play,POSITIVE,0.9998385906219482,
364,the worst app in my financial experience.,1,2025-10-22,Bank of Abyssinia,Google Play,NEGATIVE,0.9997914433479309,
365,good for mb appliciation,5,2025-10-21,Bank of Abyssinia,Google Play,POSITIVE,0.9943337440490723,
366,the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,Bank of Abyssinia,Google Play,NEGATIVE,0.9997623562812805,
367,try to easy network,4,2025-10-17,Bank of Abyssinia,Google Play,NEGATIVE,0.9987332224845886,
368,hussen hassen umer,5,2025-10-16,Bank of Abyssinia,Google Play,POSITIVE,0.868121325969696,
369,"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,Bank of Abyssinia,Google Play,NEGATIVE,0.9988431930541992,
370,an exceptional banking app.,5,2025-10-16,Bank of Abyssinia,Google Play,POSITIVE,0.9997233748435974,
371,alhamdulilah,5,2025-10-11,Bank of Abyssinia,Google Play,POSITIVE,0.8558266162872314,
372,poor,5,2025-10-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9997912049293518,
373,Best of best,5,2025-10-09,Bank of Abyssinia,Google Play,POSITIVE,0.9997496008872986,
374,from the last week updates the app is not working Please check the problems,1,2025-10-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9996919631958008,
375,It's always crushing,1,2025-10-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9993805885314941,
376,office branches have to improve their services please,4,2025-10-07,Bank of Abyssinia,Google Play,POSITIVE,0.6649640798568726,
377,♥️♥️,5,2025-10-05,Bank of Abyssinia,Google Play,POSITIVE,0.9437573552131653,
378,Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9988381266593933,
379,it needs a timely update,5,2025-10-03,Bank of Abyssinia,Google Play,NEGATIVE,0.9983032941818237,
380,"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9997054934501648,
381,Like,5,2025-10-01,Bank of Abyssinia,Google Play,POSITIVE,0.9910564422607422,
382,I can't type my otp on it.,1,2025-10-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9990899562835693,
383,"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9977109432220459,
384,jaajja,4,2025-09-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9872855544090271,
385,I love this bank the best experience ever.,5,2025-09-28,Bank of Abyssinia,Google Play,POSITIVE,0.9998602867126465,
386,"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,Bank of Abyssinia,Google Play,NEGATIVE,0.9997023940086365,
387,easy and fast,5,2025-09-24,Bank of Abyssinia,Google Play,POSITIVE,0.9995583891868591,
388,Great,5,2025-09-20,Bank of Abyssinia,Google Play,POSITIVE,0.9998630285263062,
389,mobile banking,5,2025-09-19,Bank of Abyssinia,Google Play,POSITIVE,0.9076533913612366,
390,😎,5,2025-09-18,Bank of Abyssinia,Google Play,NEGATIVE,0.6970564723014832,
391,"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,Bank of Abyssinia,Google Play,NEGATIVE,0.9918755292892456,
392,On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9964402318000793,
393,since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9995414018630981,
394,none,5,2025-09-14,Bank of Abyssinia,Google Play,NEGATIVE,0.985345721244812,
395,very good app i ever used,5,2025-09-12,Bank of Abyssinia,Google Play,POSITIVE,0.9998385906219482,
396,its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9979867935180664,
397,zedo,5,2025-09-11,Bank of Abyssinia,Google Play,POSITIVE,0.994045615196228,
398,please open my mobile app,5,2025-09-10,Bank of Abyssinia,Google Play,POSITIVE,0.9873003363609314,
399,it doesn't open,1,2025-09-10,Bank of Abyssinia,Google Play,NEGATIVE,0.9997527003288269,
400,Very Good,5,2025-09-09,Bank of Abyssinia,Google Play,POSITIVE,0.9998520612716675,
401,masha alla,5,2025-09-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9514626860618591,
402,Best banking transaction application in Ethiopia !,5,2025-09-05,Bank of Abyssinia,Google Play,POSITIVE,0.9996905326843262,
